0,0.10044467695527073
1,0.0999215275961287
2,0.0999215275961287
3,0.0999215275961287
4,0.0999215275961287
5,0.0999215275961287
6,0.09965995291655767
7,0.12372482343709129
8,0.12032435260266806
9,0.12869474234894063
10,0.13157206382422182
11,0.11927805388438399
12,0.11404656029296364
13,0.11901647920481298
14,0.11090766413811143
15,0.11090766413811143
16,0.11352341093382161
17,0.11613915772953178
18,0.11064608945854042
19,0.11038451477896939
20,0.10044467695527073
21,0.10567617054669108
22,0.11587758304996076
23,0.10593774522626209
24,0.10881506670154328
25,0.10567617054669108
26,0.11613915772953178
27,0.11875490452524196
28,0.11823175516609992
29,0.11273868689510855
30,0.11012294009939838
31,0.10803034266283024
32,0.11064608945854042
33,0.11535443369081873
34,0.11718545644781585
35,0.11404656029296364
36,0.10881506670154328
37,0.11169238817682449
38,0.11143081349725346
39,0.11404656029296364
-1,0.11908736783528102